1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,34. CHEMICAL
2021,08872NWJRSNORTH,1.10E+11,CMC STEEL NEW JERSEY,N CROSSMAN RD,SAYREVILLE,MIDDLESEX,NJ,8872,Lead compounds
2021,07801HWMTCROYST,1.10E+11,HOWMET CASTINGS & SERVICES-CASTING DIV,9 ROY ST,DOVER,MORRIS,NJ,7801,Cobalt
2021,07850PRDNT400NF,1.10E+11,PRUDENT PUBLISHING CO,400 N FRONTAGE RD,LANDING,MORRIS,NJ,7850,Lead
2021,0883WTRPRCFTFCR,1.10E+11,TRAP ROCK INDUSTRIES LLC,FOOT OF CROWS MILL RD,KEASBEY,MIDDLESEX,NJ,8832,"Benzo[g,h,i]perylene"
2021,08817MRCNN135NA,1.10E+11,SILGAN CONTAINERS MANUFACTURING CORP,135 NATIONAL RD,EDISON,MIDDLESEX,NJ,8817,Certain glycol ethers
2021,08865TLNTC183SI,1.10E+11,MCWANE DUCTILE-NEW JERSEY,183 SITGREAVES ST,PHILLIPSBURG,WARREN,NJ,8865,Zinc compounds
2021,08859HRCLSSOUTH,1.10E+11,ASHLAND SPECIALTY INGREDIENTS (PARLIN PLANT),50 S MINISINK AVE,PARLIN,MIDDLESEX,NJ,8859,Ethylene glycol
2021,07105LNCHM268DO,1.10E+11,ELAN CHEMICAL CO INC,268 DOREMUS AVE,NEWARK,ESSEX,NJ,7105,Peracetic acid
2021,0711WCLNLC1196M,1.10E+11,NEWARK,1196 MCCARTER HWY,NEWARK,ESSEX,NJ,7104,Lead
2021,08648MTLLT6LITH,1.10E+11,B-WAY PACKAGING INC,6 LITHO RD,TRENTON,MERCER,NJ,8648,Xylene (mixed isomers)
2021,08014PGCRPRTE13,1.10E+11,LOGAN GENERATING CO LP,76 ROUTE 130,SWEDESBORO,GLOUCESTER,NJ,8085,Ammonia
2021,08859HRCLSSOUTH,1.10E+11,ASHLAND SPECIALTY INGREDIENTS (PARLIN PLANT),50 S MINISINK AVE,PARLIN,MIDDLESEX,NJ,8859,Nitric acid
2021,0711WCLNLC1196M,1.10E+11,NEWARK,1196 MCCARTER HWY,NEWARK,ESSEX,NJ,7104,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,08014PGCRPRTE13,1.10E+11,LOGAN GENERATING CO LP,76 ROUTE 130,SWEDESBORO,GLOUCESTER,NJ,8085,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)"
2021,08027MDGNS480DE,1.10E+11,MYCONE DENTAL SUPPLY CO INC,480 S DEMOCRAT RD,GIBBSTOWN,GLOUCESTER,NJ,8027,Methyl methacrylate
2021,0703WDPNTD14PAR,1.10E+11,VEOLIA - MORSES MILL,1400 PARK AVE,LINDEN,UNION,NJ,7036,Ammonia
2021,0787WDMNDS33DEM,1.10E+11,DIAMOND SAND & GRAVEL INC.,33 DEMAREST RD,SPARTA,SUSSEX,NJ,7871,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,0703WDPNTD14PAR,1.10E+11,VEOLIA - MORSES MILL,1400 PARK AVE,LINDEN,UNION,NJ,7036,Chloromethane
2021,08691WBTCH108NG,1.10E+11,WEBTECH INC,108 NGOLD DR,ROBBINSVILLE,MERCER,NJ,8691,Toluene
2021,07036XXNCH1400P,1.10E+11,INFINEUM USA LP-BAYWAY CHEMICAL PLANT,CORNER OF PARK & BRUNSWICK AVENUES,LINDEN,UNION,NJ,7036,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)"
2021,07071SKCRP201PO,1.10E+11,SIKA CORP,201 POLITO AVE,LYNDHURST,BERGEN,NJ,7071,Xylene (mixed isomers)
2021,07036XXNCH1400P,1.10E+11,INFINEUM USA LP-BAYWAY CHEMICAL PLANT,CORNER OF PARK & BRUNSWICK AVENUES,LINDEN,UNION,NJ,7036,Ethylene
2021,07114MRDCRBUILD,1.10E+11,AMROD CORP,305A CRANEWAY ST,NEWARK,ESSEX,NJ,7114,Copper
2021,07036XXNCH1400P,1.10E+11,INFINEUM USA LP-BAYWAY CHEMICAL PLANT,CORNER OF PARK & BRUNSWICK AVENUES,LINDEN,UNION,NJ,7036,Vinyl acetate
2021,07036XXNCH1400P,1.10E+11,INFINEUM USA LP-BAYWAY CHEMICAL PLANT,CORNER OF PARK & BRUNSWICK AVENUES,LINDEN,UNION,NJ,7036,Ammonia
2021,07036XXNCH1400P,1.10E+11,INFINEUM USA LP-BAYWAY CHEMICAL PLANT,CORNER OF PARK & BRUNSWICK AVENUES,LINDEN,UNION,NJ,7036,tert-Butyl alcohol
2021,07036XXNCH1400P,1.10E+11,INFINEUM USA LP-BAYWAY CHEMICAL PLANT,CORNER OF PARK & BRUNSWICK AVENUES,LINDEN,UNION,NJ,7036,Ethylene glycol
2021,08067THGNCUSRTE,1.10E+11,MEXICHEM SPECIALTY RESINS INC,76 PORCUPINE RD - PO BOX 420,PEDRICKTOWN,SALEM,NJ,8067,Methyl acrylate
2021,08069CRNYS500SH,1.10E+11,CHAMBERS COGENERATION LP,500 SHELL RD,PENNS GROVE,SALEM,NJ,8069,Dioxin and dioxin-like compounds
2021,07029KRNYS936HA,1.10E+11,KEARNY SMELTING & REFINING CORP,936 HARRISON AVE,KEARNY,HUDSON,NJ,7032,Copper
2021,07105TRYCHONEAV,1.10E+11,TROY CHEMICAL CORP,ONE AVE L,NEWARK,ESSEX,NJ,7105,3-Iodo-2-propynyl butylcarbamate
2021,08069CRNYS500SH,1.10E+11,CHAMBERS COGENERATION LP,500 SHELL RD,PENNS GROVE,SALEM,NJ,8069,Ammonia
2021,07029KRNYS936HA,1.10E+11,KEARNY SMELTING & REFINING CORP,936 HARRISON AVE,KEARNY,HUDSON,NJ,7032,Zinc compounds
2021,08069CRNYS500SH,1.10E+11,CHAMBERS COGENERATION LP,500 SHELL RD,PENNS GROVE,SALEM,NJ,8069,"1,2,4-Trimethylbenzene"
2021,08069CRNYS500SH,1.10E+11,CHAMBERS COGENERATION LP,500 SHELL RD,PENNS GROVE,SALEM,NJ,8069,Hydrogen fluoride
2021,08051HNGSTOGDEN,1.10E+11,HANGSTERFER'S LABORATORIES INC,175 OGDEN RD,MANTUA,GLOUCESTER,NJ,8051,2-Phenylphenol
2021,07029KRNYS936HA,1.10E+11,KEARNY SMELTING & REFINING CORP,936 HARRISON AVE,KEARNY,HUDSON,NJ,7032,Lead
2021,08069CRNYS500SH,1.10E+11,CHAMBERS COGENERATION LP,500 SHELL RD,PENNS GROVE,SALEM,NJ,8069,Mercury compounds
2021,07932PRCSN306CO,1.10E+11,VDM METALS USA LLC,306 COLUMBIA TURNPIKE,FLORHAM PARK,MORRIS,NJ,7932,Chromium
2021,0808WNFNTY279CE,1.10E+11,INFINITY LTL,2079 CENTER SQUARE RD,SWEDESBORO,GLOUCESTER,NJ,8085,Antimony compounds
2021,0810WKRSHN1HLTE,1.10E+11,KRISHNA P.SINGH TECHNOLOGY CAMPUS,1 HOLTEC BOULEVARD,CAMDEN,CAMDEN,NJ,8104,Manganese
2021,08067THBFGUSROU,1.10E+11,LUBRIZOL CORP,76 PORCUPINE RD,PEDRICKTOWN,SALEM,NJ,8067,Ethyl acrylate
2021,08067THBFGUSROU,1.10E+11,LUBRIZOL CORP,76 PORCUPINE RD,PEDRICKTOWN,SALEM,NJ,8067,Styrene
2021,08067THBFGUSROU,1.10E+11,LUBRIZOL CORP,76 PORCUPINE RD,PEDRICKTOWN,SALEM,NJ,8067,Acrylamide
2021,08857LDBRDOLDWA,1.10E+11,OLD BRIDGE CHEMIACLS INC,554 WATERWORKS ROAD,OLD BRIDGE,MIDDLESEX,NJ,8857,Lead compounds
2021,08505NWLTR312RI,1.10E+11,NWL TRANSFORMERS INC -- BORDENTOWN PLANT,312 RISING SUN RD,BORDENTOWN,BURLINGTON,NJ,8505,Lead
2021,07105BNJMN134LI,1.10E+11,BENJAMIN MOORE & CO-NEWARK,134 LISTER AVE,NEWARK,ESSEX,NJ,7105,Nonylphenol Ethoxylates
2021,0821WDLPHN2141R,1.10E+11,DOLPHIN INDUSTRIES LTD,2141 RIVER RD,EGG HARBOR CITY,BURLINGTON,NJ,8215,Styrene
2021,07105BNJMN134LI,1.10E+11,BENJAMIN MOORE & CO-NEWARK,134 LISTER AVE,NEWARK,ESSEX,NJ,7105,Zinc compounds
2021,07105BNJMN134LI,1.10E+11,BENJAMIN MOORE & CO-NEWARK,134 LISTER AVE,NEWARK,ESSEX,NJ,7105,Lead
2021,07065MRCKC126EL,1.10E+11,MERCK SHARP & DOHME CORP.,126 E LINCOLN AVE,RAHWAY,UNION,NJ,7065,"N,N-Dimethylformamide"
2021,07065MRCKC126EL,1.10E+11,MERCK SHARP & DOHME CORP.,126 E LINCOLN AVE,RAHWAY,UNION,NJ,7065,Toluene
2021,0870WRLPHC7HAVE,1.10E+11,RALPH CLAYTON & SONS,7 HAVENWOOD CT,LAKEWOOD,OCEAN,NJ,8701,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,08052STNHR1PARK,1.10E+11,STONCOR GROUP INC.,1000 E PARK AVE,MAPLE SHADE,BURLINGTON,NJ,8052,"4,4'-Isopropylidenediphenol"
2021,08052STNHR1PARK,1.10E+11,STONCOR GROUP INC.,1000 E PARK AVE,MAPLE SHADE,BURLINGTON,NJ,8052,Diisocyanates
2021,07065MRCKC126EL,1.10E+11,MERCK SHARP & DOHME CORP.,126 E LINCOLN AVE,RAHWAY,UNION,NJ,7065,Acetonitrile
2021,08066CPLYRMANTU,1.10E+11,COIM USA INC,286 MANTUA GROVE RD BUILDING # 1,WEST DEPTFORD,GLOUCESTER,NJ,8066,Benzoyl chloride
2021,07080HMMLC10HAR,1.10E+11,HUMMEL CROTON INC,10 HARMICH RD,SOUTH PLAINFIELD,MIDDLESEX,NJ,7080,Sodium nitrite
2021,07840NDRXN101BI,1.10E+11,ANDREX,101 BILBY RD SUITE E,HACKETTSTOWN,WARREN,NJ,7840,Lead
2021,08066CPLYRMANTU,1.10E+11,COIM USA INC,286 MANTUA GROVE RD BUILDING # 1,WEST DEPTFORD,GLOUCESTER,NJ,8066,Diisocyanates
2021,07080HMMLC10HAR,1.10E+11,HUMMEL CROTON INC,10 HARMICH RD,SOUTH PLAINFIELD,MIDDLESEX,NJ,7080,Barium compounds (except for barium sulfate (CAS No. 7727-43-7))
2021,08818HBFLL59BRU,1.10E+11,H.B. FULLER CO,59 BRUNSWICK AVE,EDISON,MIDDLESEX,NJ,8817,Lithium carbonate
2021,0885WSTSCR25CHE,1.10E+11,IST (USA) CORP,250 CHEESEQUAKE RD,PARLIN,MIDDLESEX,NJ,8859,N-Methyl-2-pyrrolidone
2021,08066SVWLC4PARA,1.10E+11,CPI OPERATIONS LLC,4 PARADISE RD,PAULSBORO,GLOUCESTER,NJ,8066,Benzene
2021,08066SVWLC4PARA,1.10E+11,CPI OPERATIONS LLC,4 PARADISE RD,PAULSBORO,GLOUCESTER,NJ,8066,Xylene (mixed isomers)
2021,08066SVWLC4PARA,1.10E+11,CPI OPERATIONS LLC,4 PARADISE RD,PAULSBORO,GLOUCESTER,NJ,8066,"1,2,4-Trimethylbenzene"
2021,08086PNNWLCROWN,1.10E+11,SOLVAY SPECIALTY POLYMERS USA LLC,10 LEONARD LN,THOROFARE,GLOUCESTER,NJ,8086,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)"
2021,0885WNTNLM151LD,1.10E+11,NATIONAL MANUFACTURING CO. INC.,151 OLD NEW BRUNSWICK RD,PISCATAWAY,MIDDLESEX,NJ,8854,Nickel
2021,08360KMBLGCRYST,1.10E+11,CORNING PHARMACEUTICAL GLASS LLC,563 CRYSTAL AVE,VINELAND,CUMBERLAND,NJ,8360,Barium  And Barium Compounds
2021,07005RFLLC353PO,1.10E+11,HUBBELL POWER SYSTEMS INC.,353 POWERVILLE RD,BOONTON,MORRIS,NJ,7005,Lead
2021,07603STRNC35WFR,1.10E+11,BOGOTA,305 W FORT LEE RD,BOGOTA,BERGEN,NJ,7603,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,07206PPTTS847NA,1.10E+11,PAPETTI'S HYGRADE EGG PRODUCTS INC,847 N AVE,ELIZABETH,UNION,NJ,7206,Nitric acid
2021,07015SWPCT1CLIF,1.10E+11,SWEPCO TUBE LLC,1 CLIFTON BLVD,CLIFTON,PASSAIC,NJ,7011,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,07657BZZDR1145E,1.10E+11,BIAZZO DAIRY PRODUCTS INC.,1145 EDGEWATER AVE,RIDGEFIELD,BERGEN,NJ,7657,Nitric acid
2021,0708WBRNNT1CRAG,1.10E+11,BRENNTAG SPECIALTIES LLC,1 CRAGWOOD RD,SOUTH PLAINFIELD,MIDDLESEX,NJ,7080,Zinc compounds
2021,08873NNCRB40VER,1.10E+11,FANCYHEAT CORP,40 VERONICA AVE,SOMERSET,SOMERSET,NJ,8873,Methanol
2021,07544MNNDS76E24,1.10E+11,INDEPENDENT CHEMICAL NJ,76 E 24TH ST,PATERSON,PASSAIC,NJ,7514,Nitric acid
2021,08861NGLRT1200A,1.10E+11,ENGLERT INC,1200 AMBOY AVE,PERTH AMBOY,MIDDLESEX,NJ,8861,Xylene (mixed isomers)
2021,07480GNRNT1865R,1.10E+11,GENERANT CO INC,1865 RT 23 S,WEST MILFORD,PASSAIC,NJ,7480,Copper
2021,07480GNRNT1865R,1.10E+11,GENERANT CO INC,1865 RT 23 S,WEST MILFORD,PASSAIC,NJ,7480,Lead
2021,0887WGLXXX2RSEV,1.10E+11,AGILEX FLAVORS & FRAGRANCES,20 ROOSEVELT AVE,SOMERSET,SOMERSET,NJ,8873,Certain glycol ethers
2021,0703WWLDNS11HAR,1.10E+11,WELDON ASPHALT CO,1100 HARRISON AVENUE,KEARNY,HUDSON,NJ,7032,Polycyclic aromatic compounds
2021,07008SHLND350RO,1.10E+11,UNIVAR SOLUTIONS USA INC. - CARTERET,350 ROOSEVELT AVE,CARTERET,MIDDLESEX,NJ,7008,Ethylene glycol
2021,08855STRNS4100N,1.10E+11,TRANSPACKERS SERVICES  CORP,4100 NEW BRUNSWICK AVE,PISCATAWAY,MIDDLESEX,NJ,8854,Potassium bromate
2021,0830WCMBRL8EDWA,1.10E+11,CUMBERLAND DAIRY,80 EDWARD AVE,BRIDGETON,CUMBERLAND,NJ,8302,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,08861NGLRT1200A,1.10E+11,ENGLERT INC,1200 AMBOY AVE,PERTH AMBOY,MIDDLESEX,NJ,8861,Naphthalene
2021,08302LNNDS443SE,1.10E+11,ARDAGH GLASS INC,443 S EAST AVE,BRIDGETON,CUMBERLAND,NJ,8302,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)"
2021,07071PLYRT624SC,1.10E+11,POLYURETHANE SPECIALTIES CO.IN C.,624 SCHUYLER AVE,LYNDHURST,BERGEN,NJ,7071,Diisocyanates
2021,0850WRLPHC189RU,1.10E+11,RALPH CLAYTON & SONS,189 ROUTE 526,CREAM RIDGE,MONMOUTH,NJ,8501,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,08052CVCSP2980R,1.10E+11,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,2980 RT 73 N,MAPLE SHADE,BURLINGTON,NJ,8052,Diisocyanates
2021,08066MBLLCBILLI,1.10E+11,PAULSBORO REFINING CO LLC,800 BILLINGSPORT RD,PAULSBORO,GLOUCESTER,NJ,8066,Ethylene
2021,08052CVCSP2980R,1.10E+11,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,2980 RT 73 N,MAPLE SHADE,BURLINGTON,NJ,8052,Dimethylamine
2021,08052CVCSP2980R,1.10E+11,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,2980 RT 73 N,MAPLE SHADE,BURLINGTON,NJ,8052,Diglycidyl resorcinol ether
2021,07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,Toluene
2021,07073DBSCHUNION,1.10E+11,DIAMOND CHEMICAL CO. INC.,UNION AVE & DUBOIS ST,EAST RUTHERFORD,BERGEN,NJ,7073,Certain glycol ethers
2021,07105NWRKT909DE,1.10E+11,SHELL OIL PRODUCTS US NEWARK TERMINAL,909 DELANCY ST,NEWARK,ESSEX,NJ,7105,Naphthalene
2021,08846MRSLN125FA,1.10E+11,VEOLIA ES TECHNICAL SOLUTIONS L.L.C.,125 FACTORY LN,MIDDLESEX,MIDDLESEX,NJ,8846,N-Methyl-2-pyrrolidone
2021,08070GNSCHINDUS,1.10E+11,SIEGFRIED USA LLC,33 INDUSTRIAL PARK RD,PENNSVILLE,SALEM,NJ,8070,Xylene (mixed isomers)
2021,07206CYCLC217SF,1.10E+11,CYCLE CHEM INC.,217 S FIRST ST,ELIZABETH,UNION,NJ,7206,Lead  And Lead Compounds
2021,08876FSHRS755RT,1.10E+11,FISHER SCIENTIFIC CO. L.L.C.,755 RT 202,BRIDGEWATER,SOMERSET,NJ,8807,N-Methyl-2-pyrrolidone
2021,07657BRGNGVICTO,1.10E+11,BERGEN GENERATING STATION,VICTORIA TERRACE,RIDGEFIELD,BERGEN,NJ,7657,Chlorine dioxide
2021,08067THGNCUSRTE,1.10E+11,MEXICHEM SPECIALTY RESINS INC,76 PORCUPINE RD - PO BOX 420,PEDRICKTOWN,SALEM,NJ,8067,Methyl methacrylate
2021,07036XXNCH1400P,1.10E+11,INFINEUM USA LP-BAYWAY CHEMICAL PLANT,CORNER OF PARK & BRUNSWICK AVENUES,LINDEN,UNION,NJ,7036,Propylene
2021,07114SHMRCFTFPA,1.10E+11,SHAMROCK TECHNOLOGIES INC,299 PACIFIC ST,NEWARK,ESSEX,NJ,7114,Certain glycol ethers
2021,07036CNCPHFTFSW,1.10E+11,PHILLIPS 66 CO TREMLEY POINT TERMINAL,FOOT OF S WOOD AVE,LINDEN,UNION,NJ,7036,Benzene
2021,07036XXNXX1400P,1.10E+11,PHILLIPS 66 CO-BAYWAY REFINERY,1400 PARK AVE,LINDEN,UNION,NJ,7036,Polycyclic aromatic compounds
2021,08014MNSNTROUTE,1.10E+11,VALTRIS SPECIALTY CHEMICALS-DELAWARE RIVER PLANT,170 RT 130 S,BRIDGEPORT,GLOUCESTER,NJ,8014,Benzyl chloride
2021,07054MTMCR700PA,1.10E+11,METEM - A GE POWER BUSINESS,700 PARSIPPANY RD,PARSIPPANY,MORRIS,NJ,7054,Chromium
2021,07071PLYRT624SC,1.10E+11,POLYURETHANE SPECIALTIES CO.IN C.,624 SCHUYLER AVE,LYNDHURST,BERGEN,NJ,7071,"N,N-Dimethylformamide"
2021,0796WCNTYC145RI,1.10E+11,COUNTY CONCRETE CORP. - MORRISTOWN FACILITY,145 RIDGEDALE AVE,MORRISTOWN,MORRIS,NJ,7960,Lead
2021,07032WNSCRNEWAR,1.10E+11,OWENS CORNING ROOFING & ASPHALT LLC,1249 NEWARK TURNPIKE,KEARNY,HUDSON,NJ,7032,Polycyclic aromatic compounds
2021,07065LCTRM827MA,1.10E+11,ELECTRUM RECOVERY WORKS INC.,827 MARTIN ST,RAHWAY,UNION,NJ,7065,Lead  And Lead Compounds
2021,08014CSTMB210HI,1.10E+11,CUSTOM BUILDING PRODUCTS,2115 HIGH HILL RD,LOGAN TOWNSHIP,GLOUCESTER,NJ,8085,Certain glycol ethers
2021,08846MRSLN125FA,1.10E+11,VEOLIA ES TECHNICAL SOLUTIONS L.L.C.,125 FACTORY LN,MIDDLESEX,MIDDLESEX,NJ,8846,Nickel compounds
2021,08902SLVRL1SILV,1.10E+11,SILVER LINE BUILDING PRODUCTS LLC,1 SILVER LINE DR US HWY 1N,NORTH BRUNSWICK,MIDDLESEX,NJ,8902,Diisocyanates
2021,07080MTZMT3900S,1.10E+11,AMES ADVANCED MATERIALS CORP,3900 S CLINTON AVE,SOUTH PLAINFIELD,MIDDLESEX,NJ,7080,Hydrazine
2021,07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,N-Methyl-2-pyrrolidone
2021,07033SYNRY209NM,1.10E+11,SYNRAY CORP,209 N MICHIGAN AVE,KENILWORTH,UNION,NJ,7033,Toluene
2021,08862WTCCR1000C,1.10E+11,LANXESS CORP,1000 CONVERY BLVD,PERTH AMBOY,MIDDLESEX,NJ,8861,Hydrazine
2021,07033SYNRY209NM,1.10E+11,SYNRAY CORP,209 N MICHIGAN AVE,KENILWORTH,UNION,NJ,7033,Xylene (mixed isomers)
2021,07077SHLLL111ST,1.10E+11,SEWAREN TERMINAL,111 STATE ST,SEWAREN,MIDDLESEX,NJ,7077,Benzene
2021,08701PRMCL1990R,1.10E+11,NITTO INC.,1990 RUTGERS UNIVERSITY BLVD,LAKEWOOD,OCEAN,NJ,8701,Ethylbenzene
2021,0700WGSFLP19IND,1.10E+11,GASFLO PRODUCTS,19 INDUSTRIAL RD,FAIRFIELD,ESSEX,NJ,7004,Chromium
2021,07657CLRTP101RA,1.10E+11,COLORITE POLYMERS,101 RAILROAD AVE,RIDGEFIELD,BERGEN,NJ,7657,Zinc compounds
2021,08070GNSCHINDUS,1.10E+11,SIEGFRIED USA LLC,33 INDUSTRIAL PARK RD,PENNSVILLE,SALEM,NJ,8070,Methyl tert-butyl ether
2021,07977KMLNS12HOL,1.10E+11,KOMLINE-SANDERSON CORP,12 HOLLAND AVE,PEAPACK,SOMERSET,NJ,7934,Chromium
2021,07105BNNTT690FE,1.10E+11,BENNETT HEAT TREATING & BRAZING CO INC,690 FERRY ST,NEWARK,ESSEX,NJ,7105,Ammonia
2021,07077SHLLL111ST,1.10E+11,SEWAREN TERMINAL,111 STATE ST,SEWAREN,MIDDLESEX,NJ,7077,n-Hexane
2021,08876FSHRS755RT,1.10E+11,FISHER SCIENTIFIC CO. L.L.C.,755 RT 202,BRIDGEWATER,SOMERSET,NJ,8807,n-Hexane
2021,07054MTMCR700PA,1.10E+11,METEM - A GE POWER BUSINESS,700 PARSIPPANY RD,PARSIPPANY,MORRIS,NJ,7054,Nitric acid
2021,08619THTRN2231E,1.10E+11,TRANE CO,2231 E STATE ST,TRENTON,MERCER,NJ,8619,Nickel
2021,07071PLYRT624SC,1.10E+11,POLYURETHANE SPECIALTIES CO.IN C.,624 SCHUYLER AVE,LYNDHURST,BERGEN,NJ,7071,Toluene diisocyanate (mixed isomers)
2021,08037KRRCN19212,1.10E+11,OLDCASTLE PRECAST INC,1920 12TH ST,NEWTONVILLE,ATLANTIC,NJ,8094,Lead compounds
2021,08876DVRNCSOUTH,1.10E+11,VISCOFAN COLLAGEN USA INC.,141 SOUTHSIDE AVE,BRIDGEWATER,SOMERSET,NJ,8807,Ammonia
2021,08002MYCND616HO,1.10E+11,MYCONE DENTAL SUPPLY CO. INC. CHERRY HILL NJ,616 HOLLYWOOD AVE,CHERRY HILL,CAMDEN,NJ,8002,Methyl methacrylate
2021,08857MDSNNOLDWA,1.10E+11,MADISON INDUSTRIES,554 WATERWORKS ROAD,OLD BRIDGE,MIDDLESEX,NJ,8857,Zinc compounds
2021,07036XXNXX1400P,1.10E+11,PHILLIPS 66 CO-BAYWAY REFINERY,1400 PARK AVE,LINDEN,UNION,NJ,7036,Cobalt compounds
2021,0883WRLPHC119SM,1.10E+11,RALPH CLAYTON & SONS,119 SMITH ST,KEASBEY,MIDDLESEX,NJ,8832,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,08862WTCCR1000C,1.10E+11,LANXESS CORP,1000 CONVERY BLVD,PERTH AMBOY,MIDDLESEX,NJ,8861,Diisocyanates
2021,08861VSMBY1190A,1.10E+11,V&S AMBOY GALVANIZING LLC,1190 AMBOY AVE,PERTH AMBOY,MIDDLESEX,NJ,8861,Zinc compounds
2021,08872NWJRSNORTH,1.10E+11,CMC STEEL NEW JERSEY,N CROSSMAN RD,SAYREVILLE,MIDDLESEX,NJ,8872,Manganese  And Manganese Compounds
2021,0884WGRFFT25LDC,1.10E+11,GRIFFITH ALLIED TRUCKING PLANT,25 OLD CAMPLAIN RD,HILLSBOROUGH,SOMERSET,NJ,8844,"1,2,4-Trimethylbenzene"
2021,08865JTBKR600NO,1.10E+11,AVANTOR PERFORMANCE MATERIALS,600 N BROAD ST,PHILLIPSBURG,WARREN,NJ,8865,Zinc compounds
2021,0764WDXPNT18MIL,1.10E+11,ALBI PROTECTIVE COATINGS LLC,18 MILL ST,LODI,BERGEN,NJ,7644,Methyl isobutyl ketone
2021,07054ZMMRT1PMER,1.10E+11,ZIMMER BIOMET,10 POMEROY RD,PARSIPPANY,MORRIS,NJ,7054,Chlorine
2021,0745WTLCNN125HA,1.10E+11,TILCON NEW JERSEY RIVERDALE QUARRY,125 HAMBURG TURNPIKE,RIVERDALE,MORRIS,NJ,7457,"Benzo[g,h,i]perylene"
2021,07036XXNXX1400P,1.10E+11,PHILLIPS 66 CO-BAYWAY REFINERY,1400 PARK AVE,LINDEN,UNION,NJ,7036,Benzene
2021,07080MTZMT3900S,1.10E+11,AMES ADVANCED MATERIALS CORP,3900 S CLINTON AVE,SOUTH PLAINFIELD,MIDDLESEX,NJ,7080,Copper  And Copper Compounds
2021,08873WMZNS39BEL,1.10E+11,RUST-OLEUM CORP,173 BELMONT DR,SOMERSET,SOMERSET,NJ,8873,Methyl methacrylate
2021,07740WHLCK273BR,1.10E+11,COOPER WHEELOCK INC,273 BRANCHPORT AVE,LONG BRANCH,MONMOUTH,NJ,7740,Lead
2021,07095LCNBL11CRA,1.10E+11,GENTEK BUILDING PRODUCTS,11 CRAGWOOD RD,AVENEL,MIDDLESEX,NJ,7001,Lead
2021,08014MNSNTROUTE,1.10E+11,VALTRIS SPECIALTY CHEMICALS-DELAWARE RIVER PLANT,170 RT 130 S,BRIDGEPORT,GLOUCESTER,NJ,8014,Propylene oxide
2021,07036GLFLL2600M,1.10E+11,GULF OIL LP LINDEN TERMINAL,2600 MARSHES DOCK RD,LINDEN,UNION,NJ,7036,Cyclohexane
2021,07420RRWGRTHIRD,1.10E+11,ARROW SHED LLC,1 THIRD AVE,HASKELL,PASSAIC,NJ,7420,n-Butyl alcohol
2021,08638RCRRL157NL,1.10E+11,R.E. CARROLL  INC.,1570 N OLDEN AVE,TRENTON,MERCER,NJ,8638,Zinc (fume or dust)
2021,08066MBLLCBILLI,1.10E+11,PAULSBORO REFINING CO LLC,800 BILLINGSPORT RD,PAULSBORO,GLOUCESTER,NJ,8066,Cyclohexane
2021,07405BTLRP250HA,1.10E+11,BUTLER PRINTING & LAMINATING INC,250 HAMBURG TURNPIKE,BUTLER,MORRIS,NJ,7405,Methyl isobutyl ketone
2021,07840LSTMLESNAD,1.10E+11,ABB INSTALLATION PRODUCTS INC.,1 ESNA DR,HACKETTSTOWN,MORRIS,NJ,7840,Hexachlorobenzene
2021,0890WBLWTR1999G,1.10E+11,NATIONAL PAINT INDUSTRIES,1999 ELIZABETH STREET,NORTH BRUNSWICK,MIDDLESEX,NJ,8902,Certain glycol ethers
2021,07544MNNDS76E24,1.10E+11,INDEPENDENT CHEMICAL NJ,76 E 24TH ST,PATERSON,PASSAIC,NJ,7514,Methanol
2021,07015SWPCT1CLIF,1.10E+11,SWEPCO TUBE LLC,1 CLIFTON BLVD,CLIFTON,PASSAIC,NJ,7011,Hydrogen fluoride
2021,07036CTGPT4801S,1.10E+11,CITGO PETROLEUM CORP,4801 S WOOD AVE,LINDEN,UNION,NJ,7036,"Benzo[g,h,i]perylene"
