1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,34. CHEMICAL
2021,08817CLNLW85NAT,1.10E+11,COLONIAL WIRE & CABLE OF NEW JERSEY,85 NATIONAL RD,EDISON,MIDDLESEX,NJ,8817,Copper  And Copper Compounds
2021,08505NWLTR312RI,1.10E+11,NWL TRANSFORMERS INC -- BORDENTOWN PLANT,312 RISING SUN RD,BORDENTOWN,BURLINGTON,NJ,8505,Copper
2021,0811WCNNCT13JHN,1.10E+11,CONNECTOR PRODUCTS,1300 JOHN TIPTON BLVD,PENNSAUKEN,CAMDEN,NJ,8110,Copper
2021,0703WCLYTN2PRET,1.10E+11,RALPH CLAYTON & SONS,2 PORETE AVE,NORTH ARLINGTON,BERGEN,NJ,7031,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,08876FSHRS755RT,1.10E+11,FISHER SCIENTIFIC CO. L.L.C.,755 RT 202,BRIDGEWATER,SOMERSET,NJ,8807,Cyclohexane
2021,08066MBLLCBILLI,1.10E+11,PAULSBORO REFINING CO LLC,800 BILLINGSPORT RD,PAULSBORO,GLOUCESTER,NJ,8066,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,08066MBLLC1001B,1.10E+11,EXXONMOBIL PAULSBORO LUBE PLANT,1001 BILLINGSPORT RD,PAULSBORO,GLOUCESTER,NJ,8066,Zinc compounds
2021,08070GNSCHINDUS,1.10E+11,SIEGFRIED USA LLC,33 INDUSTRIAL PARK RD,PENNSVILLE,SALEM,NJ,8070,Pentobarbital sodium
2021,07036XXNXX1400P,1.10E+11,PHILLIPS 66 CO-BAYWAY REFINERY,1400 PARK AVE,LINDEN,UNION,NJ,7036,"1,2,4-Trimethylbenzene"
2021,07095LCNBL11CRA,1.10E+11,GENTEK BUILDING PRODUCTS,11 CRAGWOOD RD,AVENEL,MIDDLESEX,NJ,7001,Antimony compounds
2021,07095LCNBL11CRA,1.10E+11,GENTEK BUILDING PRODUCTS,11 CRAGWOOD RD,AVENEL,MIDDLESEX,NJ,7001,Ethylbenzene
2021,07105TRYCHONEAV,1.10E+11,TROY CHEMICAL CORP,ONE AVE L,NEWARK,ESSEX,NJ,7105,Propargyl alcohol
2021,07753LCTRN405ES,1.10E+11,TDK-LAMBDA AMERICAS INC.,405 ESSEX RD,TINTON FALLS,MONMOUTH,NJ,7724,Lead
2021,07036CNCPHFTFSW,1.10E+11,PHILLIPS 66 CO TREMLEY POINT TERMINAL,FOOT OF S WOOD AVE,LINDEN,UNION,NJ,7036,"1,2,4-Trimethylbenzene"
2021,07032WNSCRNEWAR,1.10E+11,OWENS CORNING ROOFING & ASPHALT LLC,1249 NEWARK TURNPIKE,KEARNY,HUDSON,NJ,7032,Lead compounds
2021,07011LMRTC16RIC,1.10E+11,LAMART CORP,16 RICHMOND ST,CLIFTON,PASSAIC,NJ,7011,Toluene
2021,0741WCSMDF19PAR,1.10E+11,COSMED OF NEW JERSEY,19 PARK DR,FRANKLIN,SUSSEX,NJ,7416,Ethylene oxide
2021,0703WWLDNS11HAR,1.10E+11,WELDON ASPHALT CO,1100 HARRISON AVENUE,KEARNY,HUDSON,NJ,7032,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,08876PRNTN50MEI,1.10E+11,EMD PERFORMANCE MATERIALS CORP,50-70 MEISTER AVE,SOMERVILLE,SOMERSET,NJ,8876,N-Methyl-2-pyrrolidone
2021,07114GJCHM37037,1.10E+11,DOREMUS TERMINAL LLC,128 DOREMUS AVE,NEWARK,ESSEX,NJ,7105,Acrylic acid
2021,07032VCKRD67CEN,1.10E+11,VECKRIDGE CHEMICAL,60-70 CENTRAL AVE,SOUTH KEARNY,HUDSON,NJ,7032,Methanol
2021,0700WBYNNXWESTF,1.10E+11,BAYONNE,WEST FIFTH ST,BAYONNE,HUDSON,NJ,7002,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,07036XXNXX1400P,1.10E+11,PHILLIPS 66 CO-BAYWAY REFINERY,1400 PARK AVE,LINDEN,UNION,NJ,7036,Ethylene
2021,07036SFTYK1200S,1.10E+11,SAFETY-KLEEN SYSTEMS INC,1200 SYLVAN ST,LINDEN,UNION,NJ,7036,N-Methyl-2-pyrrolidone
2021,07071SKCRP201PO,1.10E+11,SIKA CORP,201 POLITO AVE,LYNDHURST,BERGEN,NJ,7071,Ethylbenzene
2021,0885WCHMRS25CHE,1.10E+11,CHEMOURS PARLIN FACILITY,250 CHEESEQUAKE RD,PARLIN,MIDDLESEX,NJ,8859,Methyl isobutyl ketone
2021,08701FLXBR1969R,1.10E+11,FLEXABAR CORP,1969 RUTGERS UNIVERSITY BLVD,LAKEWOOD,OCEAN,NJ,8701,Zinc compounds
2021,07015SWPCT1CLIF,1.10E+11,SWEPCO TUBE LLC,1 CLIFTON BLVD,CLIFTON,PASSAIC,NJ,7011,Manganese
2021,08066CPLYRMANTU,1.10E+11,COIM USA INC,286 MANTUA GROVE RD BUILDING # 1,WEST DEPTFORD,GLOUCESTER,NJ,8066,Methyl isobutyl ketone
2021,07080HMMLC10HAR,1.10E+11,HUMMEL CROTON INC,10 HARMICH RD,SOUTH PLAINFIELD,MIDDLESEX,NJ,7080,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,08066RPRDCBILLI,1.10E+11,COIM USA INC,675 BILLINGSPORT RD,PAULSBORO,GLOUCESTER,NJ,8066,Toluene diisocyanate (mixed isomers)
2021,0885WNTNLM151LD,1.10E+11,NATIONAL MANUFACTURING CO. INC.,151 OLD NEW BRUNSWICK RD,PISCATAWAY,MIDDLESEX,NJ,8854,Chromium
2021,07058DCRNC5BADE,1.10E+11,DICAR INC,5 BADER RD,PINE BROOK,MORRIS,NJ,7058,"4,4'-Methylenebis(2-chloroaniline)"
2021,08873WMZNS39BEL,1.10E+11,RUST-OLEUM CORP,173 BELMONT DR,SOMERSET,SOMERSET,NJ,8873,Acrylic acid
2021,08066MBLLCBILLI,1.10E+11,PAULSBORO REFINING CO LLC,800 BILLINGSPORT RD,PAULSBORO,GLOUCESTER,NJ,8066,Nickel  And Nickel Compounds
2021,07032SWWST115JA,1.10E+11,CLEAN EARTH OF NORTH JERSEY INC,105 JACOBUS AVE,KEARNY,HUDSON,NJ,7032,Lead  And Lead Compounds
2021,08640SRMYH5417A,1.10E+11,JOINT BASE MCGUIRE-DIX-LAKHURST DIX AREA CANTONMENT,2404 VANDENBERG AVE,MCGUIRE AFB,BURLINGTON,NJ,8641,Lead  And Lead Compounds
2021,07036XXNXX1400P,1.10E+11,PHILLIPS 66 CO-BAYWAY REFINERY,1400 PARK AVE,LINDEN,UNION,NJ,7036,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)"
2021,08530BRNCL11KAR,1.10E+11,CHROMA COLOR CORP,11 KARI DR,LAMBERTVILLE,HUNTERDON,NJ,8530,Zinc compounds
2021,07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,Nonylphenol Ethoxylates
2021,0800WSTNCR7ESTE,1.10E+11,STONCOR GROUP INC. CHERRY HILL,7 ESTERBROOK LN,CHERRY HILL,CAMDEN,NJ,8003,Diisocyanates
2021,07753LCTRN405ES,1.10E+11,TDK-LAMBDA AMERICAS INC.,405 ESSEX RD,TINTON FALLS,MONMOUTH,NJ,7724,Copper
2021,07036XXNCH1400P,1.10E+11,INFINEUM USA LP-BAYWAY CHEMICAL PLANT,CORNER OF PARK & BRUNSWICK AVENUES,LINDEN,UNION,NJ,7036,Zinc compounds
2021,07036XXNCH1400P,1.10E+11,INFINEUM USA LP-BAYWAY CHEMICAL PLANT,CORNER OF PARK & BRUNSWICK AVENUES,LINDEN,UNION,NJ,7036,Hydrogen sulfide
2021,07420RRWGRTHIRD,1.10E+11,ARROW SHED LLC,1 THIRD AVE,HASKELL,PASSAIC,NJ,7420,Lead compounds
2021,07083LCNPW901LE,1.10E+11,ACUPOWDER INTERNATIONAL LLC,901 LEHIGH AVE,UNION,UNION,NJ,7083,Chromium
2021,08066JHNSN2001A,1.10E+11,JOHNSON MATTHEY,2001 NOLTE DR,WEST DEPTFORD,GLOUCESTER,NJ,8066,Nickel  And Nickel Compounds
2021,0890WBLWTR1999G,1.10E+11,NATIONAL PAINT INDUSTRIES,1999 ELIZABETH STREET,NORTH BRUNSWICK,MIDDLESEX,NJ,8902,n-Butyl alcohol
2021,07002BYNNN141HD,1.10E+11,BAYONNE ENERGY CENTER,401 HOOK RD,BAYONNE,HUDSON,NJ,7002,Ammonia
2021,07032VCKRD67CEN,1.10E+11,VECKRIDGE CHEMICAL,60-70 CENTRAL AVE,SOUTH KEARNY,HUDSON,NJ,7032,Formic acid
2021,08818MTXCR970NE,1.10E+11,METAL TEXTILES CORP,970 NEW DURHAM RD,EDISON,MIDDLESEX,NJ,8818,Nickel
2021,07114GJCHM37037,1.10E+11,DOREMUS TERMINAL LLC,128 DOREMUS AVE,NEWARK,ESSEX,NJ,7105,n-Butyl alcohol
2021,08805JMFNCPOBOX,1.10E+11,CYALUME SPECIALTY PRODUCTS,100 W MAIN ST,BOUND BROOK,SOMERSET,NJ,8805,Nickel compounds
2021,08865JTBKR600NO,1.10E+11,AVANTOR PERFORMANCE MATERIALS,600 N BROAD ST,PHILLIPSBURG,WARREN,NJ,8865,n-Hexane
2021,08875RTRCL187DA,1.10E+11,ROTOR CLIP CO INC,187 DAVIDSON AVE,SOMERSET,SOMERSET,NJ,8873,Zinc (fume or dust)
2021,0700WHNRYC23CMM,1.10E+11,HENRY CO,23 COMMERCE RD,FAIRFIELD,ESSEX,NJ,7004,Methyl methacrylate
2021,07936FRTZSMERRY,1.10E+11,GIVAUDAN FLAVORS CORP,245 MERRY LN,EAST HANOVER,MORRIS,NJ,7936,n-Hexane
2021,08077KLSTR1050T,1.10E+11,ACTEGA N.A. INC,1050 TAYLORS LN,CINNAMINSON,BURLINGTON,NJ,8077,Zinc compounds
2021,08066RPRDCBILLI,1.10E+11,COIM USA INC,675 BILLINGSPORT RD,PAULSBORO,GLOUCESTER,NJ,8066,Benzoyl chloride
2021,07026NLCLR61RIV,1.10E+11,PRIMEX COLOR COMPOUNDING & ADDITIVES CORP,61 RIVER DR,GARFIELD,BERGEN,NJ,7026,Zinc compounds
2021,08067THBFGUSROU,1.10E+11,LUBRIZOL CORP,76 PORCUPINE RD,PEDRICKTOWN,SALEM,NJ,8067,Methyl methacrylate
2021,07068STRNC117HA,1.10E+11,EASTERN CONCRETE MATERIALS INC. - ROSELAND,117 HARRISON AVE,ROSELAND,ESSEX,NJ,7068,Lead
2021,08088CLNLC78CAR,1.10E+11,COLONIAL CHEMICAL CO,78 CARRANZA RD,TABERNACLE,BURLINGTON,NJ,8088,Ethylene glycol
2021,08069CRNYS500SH,1.10E+11,CHAMBERS COGENERATION LP,500 SHELL RD,PENNS GROVE,SALEM,NJ,8069,Barium compounds (except for barium sulfate (CAS No. 7727-43-7))
2021,08066JHNSN2001A,1.10E+11,JOHNSON MATTHEY,2001 NOLTE DR,WEST DEPTFORD,GLOUCESTER,NJ,8066,Dichloromethane
2021,08846MRSLN125FA,1.10E+11,VEOLIA ES TECHNICAL SOLUTIONS L.L.C.,125 FACTORY LN,MIDDLESEX,MIDDLESEX,NJ,8846,Cobalt  And Cobalt Compounds
2021,0802WCHMRS67CAN,1.10E+11,CHEMOURS CHAMBERS WORKS,67 CANAL ROAD,DEEPWATER,SALEM,NJ,8023,Ethylene
2021,08070GNSCHINDUS,1.10E+11,SIEGFRIED USA LLC,33 INDUSTRIAL PARK RD,PENNSVILLE,SALEM,NJ,8070,Formic acid
2021,08096GLFLL920KI,1.10E+11,GULF OIL LP WOODBURY TERMINAL,920 KINGS HWY,THOROFARE,GLOUCESTER,NJ,8086,Xylene (mixed isomers)
2021,07032SWWST115JA,1.10E+11,CLEAN EARTH OF NORTH JERSEY INC,105 JACOBUS AVE,KEARNY,HUDSON,NJ,7032,Vanadium compounds
2021,0772WHWLLX86YEL,1.10E+11,HOWELL,86 YELLOWBROOK RD,FREEHOLD,MONMOUTH,NJ,7728,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,08859DPNTPCHEES,1.10E+11,DUPONT PARLIN PLANT,CHEESEQUAKE RD,PARLIN,MIDDLESEX,NJ,8859,N-Methyl-2-pyrrolidone
2021,08073NDCTT10IND,1.10E+11,INDUCTOTHERM CORP.,10 INDEL AVE,RANCOCAS,BURLINGTON,NJ,8073,Ethylene glycol
2021,08873WMZNS39BEL,1.10E+11,RUST-OLEUM CORP,173 BELMONT DR,SOMERSET,SOMERSET,NJ,8873,Butyl acrylate
2021,08077HGNSCRIVER,1.10E+11,HOEGANAES CORP,1001 TAYLORS LN,CINNAMINSON,BURLINGTON,NJ,8077,Nickel  And Nickel Compounds
2021,08302WHTWV7RSEN,1.10E+11,WWF OPERATING CO LLC,70 ROSENHAYN AVE,BRIDGETON,CUMBERLAND,NJ,8302,Nitric acid
2021,08066CPLYRMANTU,1.10E+11,COIM USA INC,286 MANTUA GROVE RD BUILDING # 1,WEST DEPTFORD,GLOUCESTER,NJ,8066,Toluene diisocyanate (mixed isomers)
2021,07105TRYCHONEAV,1.10E+11,TROY CHEMICAL CORP,ONE AVE L,NEWARK,ESSEX,NJ,7105,Maleic anhydride
2021,08066JHNSN2001A,1.10E+11,JOHNSON MATTHEY,2001 NOLTE DR,WEST DEPTFORD,GLOUCESTER,NJ,8066,Acetonitrile
2021,08016CMBRLCUMBE,1.10E+11,DFA DAIRY BRANDS FLUID LLC DBA TUSCAN DAIRY,117 CUMBERLAND BLVD,BURLINGTON,BURLINGTON,NJ,8016,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,0886WCMCRB333RI,1.10E+11,CMC REBAR-NJ-PERTH AMBOY,333 RIVERVIEW DR,PERTH AMBOY,MIDDLESEX,NJ,8861,Nickel compounds
2021,08865JTBKR600NO,1.10E+11,AVANTOR PERFORMANCE MATERIALS,600 N BROAD ST,PHILLIPSBURG,WARREN,NJ,8865,Nitric acid
2021,07095LCNBL11CRA,1.10E+11,GENTEK BUILDING PRODUCTS,11 CRAGWOOD RD,AVENEL,MIDDLESEX,NJ,7001,Xylene (mixed isomers)
2021,07036CNCPHFTFSW,1.10E+11,PHILLIPS 66 CO TREMLEY POINT TERMINAL,FOOT OF S WOOD AVE,LINDEN,UNION,NJ,7036,Toluene
2021,07036CNCPHFTFSW,1.10E+11,PHILLIPS 66 CO TREMLEY POINT TERMINAL,FOOT OF S WOOD AVE,LINDEN,UNION,NJ,7036,"Benzo[g,h,i]perylene"
2021,07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,Dichloromethane
2021,07080MTZMT3900S,1.10E+11,AMES ADVANCED MATERIALS CORP,3900 S CLINTON AVE,SOUTH PLAINFIELD,MIDDLESEX,NJ,7080,Aluminum (fume or dust)
2021,07866PTTTP36PIN,1.10E+11,MODERN RECREATIONAL TECHNOLOGIES INC. (FORMERLY KOP-COAT MAR,36 PINE ST,ROCKAWAY,MORRIS,NJ,7866,Xylene (mixed isomers)
2021,07657BZZDR1145E,1.10E+11,BIAZZO DAIRY PRODUCTS INC.,1145 EDGEWATER AVE,RIDGEFIELD,BERGEN,NJ,7657,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,08861NGLRT1200A,1.10E+11,ENGLERT INC,1200 AMBOY AVE,PERTH AMBOY,MIDDLESEX,NJ,8861,Certain glycol ethers
2021,08066CPLYRMANTU,1.10E+11,COIM USA INC,286 MANTUA GROVE RD BUILDING # 1,WEST DEPTFORD,GLOUCESTER,NJ,8066,Phthalic anhydride
2021,07073DBSCHUNION,1.10E+11,DIAMOND CHEMICAL CO. INC.,UNION AVE & DUBOIS ST,EAST RUTHERFORD,BERGEN,NJ,7073,Chloroacetic acid
2021,07033SYNRY209NM,1.10E+11,SYNRAY CORP,209 N MICHIGAN AVE,KENILWORTH,UNION,NJ,7033,"1,2,4-Trimethylbenzene"
2021,0802WCHMRS67CAN,1.10E+11,CHEMOURS CHAMBERS WORKS,67 CANAL ROAD,DEEPWATER,SALEM,NJ,8023,tert-Butyl alcohol
2021,07430HWMDC300CO,1.10E+11,STRYKER ORTHOPAEDICS,300 COMMERCE CT,MAHWAH,BERGEN,NJ,7430,Chromium
2021,07036XXNXX1400P,1.10E+11,PHILLIPS 66 CO-BAYWAY REFINERY,1400 PARK AVE,LINDEN,UNION,NJ,7036,Hydrogen cyanide
2021,07072PNTCH117MO,1.10E+11,PAN TECHNOLOGY,117 MOONACHIE AVE,CARLSTADT,BERGEN,NJ,7072,Toluene
2021,08817PDBSN54KEL,1.10E+11,FERRO CORP,54 KELLOGG CT,EDISON,MIDDLESEX,NJ,8817,Lead  And Lead Compounds
2021,08067XYVNYRTE13,1.10E+11,OXY VINYLS LP,RT 130 & PORCUPINE RD,PEDRICKTOWN,SALEM,NJ,8067,Vinyl chloride
2021,08846MRSLN125FA,1.10E+11,VEOLIA ES TECHNICAL SOLUTIONS L.L.C.,125 FACTORY LN,MIDDLESEX,MIDDLESEX,NJ,8846,Barium compounds (except for barium sulfate (CAS No. 7727-43-7))
2021,08872CNFLD1SCRO,1.10E+11,CANFIELD TECHNOLOGIES LLC,1 S CROSSMAN RD,SAYREVILLE,MIDDLESEX,NJ,8872,Lead
2021,07501PSSCC2836P,1.10E+11,ROYCE ASSOCIATES LP PASSAIC COLOR CHEMICAL CO DIV,28-36 PATERSON STREET,PATERSON,PASSAIC,NJ,7501,Diaminotoluene (mixed isomers)
2021,07036SFTYK1200S,1.10E+11,SAFETY-KLEEN SYSTEMS INC,1200 SYLVAN ST,LINDEN,UNION,NJ,7036,n-Hexane
2021,07644HKMTL35IND,1.10E+11,HK METALCRAFT MANUFACTURING CORP,35 INDUSTRIAL RD,LODI,BERGEN,NJ,7644,Manganese
2021,07054MTMCR700PA,1.10E+11,METEM - A GE POWER BUSINESS,700 PARSIPPANY RD,PARSIPPANY,MORRIS,NJ,7054,Cobalt
2021,0802WCHMRS67CAN,1.10E+11,CHEMOURS CHAMBERS WORKS,67 CANAL ROAD,DEEPWATER,SALEM,NJ,8023,Dibromotetrafluoroethane
2021,08096GLFLL920KI,1.10E+11,GULF OIL LP WOODBURY TERMINAL,920 KINGS HWY,THOROFARE,GLOUCESTER,NJ,8086,Biphenyl
2021,08052CVCSP2980R,1.10E+11,HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,2980 RT 73 N,MAPLE SHADE,BURLINGTON,NJ,8052,Epichlorohydrin
2021,08872NWJRSNORTH,1.10E+11,CMC STEEL NEW JERSEY,N CROSSMAN RD,SAYREVILLE,MIDDLESEX,NJ,8872,Dioxin and dioxin-like compounds
2021,08859DPNTPCHEES,1.10E+11,DUPONT PARLIN PLANT,CHEESEQUAKE RD,PARLIN,MIDDLESEX,NJ,8859,Acrylonitrile
2021,07036CNCPHFTFSW,1.10E+11,PHILLIPS 66 CO TREMLEY POINT TERMINAL,FOOT OF S WOOD AVE,LINDEN,UNION,NJ,7036,Xylene (mixed isomers)
2021,08096GLFLL920KI,1.10E+11,GULF OIL LP WOODBURY TERMINAL,920 KINGS HWY,THOROFARE,GLOUCESTER,NJ,8086,Benzene
2021,07036XXNXX1400P,1.10E+11,PHILLIPS 66 CO-BAYWAY REFINERY,1400 PARK AVE,LINDEN,UNION,NJ,7036,Phenol
2021,08069CRNYS500SH,1.10E+11,CHAMBERS COGENERATION LP,500 SHELL RD,PENNS GROVE,SALEM,NJ,8069,Lead compounds
2021,08648MTLLT6LITH,1.10E+11,B-WAY PACKAGING INC,6 LITHO RD,TRENTON,MERCER,NJ,8648,Certain glycol ethers
2021,08822TLNTC137RT,1.10E+11,MW INDUSTRIES ATLANTIC SPRING DIV,137 US-202,RINGOES,HUNTERDON,NJ,8551,Nickel compounds
2021,07036CTGPT4801S,1.10E+11,CITGO PETROLEUM CORP,4801 S WOOD AVE,LINDEN,UNION,NJ,7036,Xylene (mixed isomers)
2021,07036PRMNT1515W,1.10E+11,PARAMOUNT METAL FINISHING,1515 W ELIZABETH AVE,LINDEN,UNION,NJ,7036,Nitrate compounds (water dissociable; reportable only when in aqueous solution)
2021,08014PGCRPRTE13,1.10E+11,LOGAN GENERATING CO LP,76 ROUTE 130,SWEDESBORO,GLOUCESTER,NJ,8085,"Benzo[g,h,i]perylene"
2021,07410FSHRS1REAG,1.10E+11,FISHER SCIENTIFIC CO L.L. C.,1 REAGENT LN,FAIR LAWN,BERGEN,NJ,7410,Acetonitrile
2021,07073GNRLF13MAN,1.10E+11,FXI INC,13 MANOR RD,EAST RUTHERFORD,BERGEN,NJ,7073,Toluene diisocyanate (mixed isomers)
2021,08014PGCRPRTE13,1.10E+11,LOGAN GENERATING CO LP,76 ROUTE 130,SWEDESBORO,GLOUCESTER,NJ,8085,Dioxin and dioxin-like compounds
2021,07644HKMTL35IND,1.10E+11,HK METALCRAFT MANUFACTURING CORP,35 INDUSTRIAL RD,LODI,BERGEN,NJ,7644,Copper
2021,0802WCHMRS67CAN,1.10E+11,CHEMOURS CHAMBERS WORKS,67 CANAL ROAD,DEEPWATER,SALEM,NJ,8023,Methanol
2021,08817PDBSN54KEL,1.10E+11,FERRO CORP,54 KELLOGG CT,EDISON,MIDDLESEX,NJ,8817,Chromium compounds (except for chromite ore mined in the Transvaal Region)
2021,08846THBTHLINCO,1.10E+11,COVALENCE ADHESIVES,87 LINCOLN BLVD,MIDDLESEX,MIDDLESEX,NJ,8846,Toluene
2021,07036CNCPHFTFSW,1.10E+11,PHILLIPS 66 CO TREMLEY POINT TERMINAL,FOOT OF S WOOD AVE,LINDEN,UNION,NJ,7036,n-Hexane
2021,08817KZCHMMEADO,1.10E+11,EQUISTAR CHEMICALS LP,340 MEADOW RD,EDISON,MIDDLESEX,NJ,8817,Titanium tetrachloride
2021,07001PRDSL211RA,1.10E+11,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,211 RANDOLPH AVE,AVENEL,MIDDLESEX,NJ,7001,Di(2-ethylhexyl) phthalate
2021,07306NCHLS120DU,1.10E+11,NICHOLAS GALVANIZING,120 DUFFIELD AVE,JERSEY CITY,HUDSON,NJ,7306,Zinc compounds
2021,08312PCKCK838ND,1.10E+11,NOVELIS ALR ROLLED PRODUCTS INC.,838 N DELSEA DR,CLAYTON,GLOUCESTER,NJ,8312,Manganese compounds
2021,0703WDPNTD14PAR,1.10E+11,VEOLIA - MORSES MILL,1400 PARK AVE,LINDEN,UNION,NJ,7036,"Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)"
2021,07077SHLLL111ST,1.10E+11,SEWAREN TERMINAL,111 STATE ST,SEWAREN,MIDDLESEX,NJ,7077,Xylene (mixed isomers)
2021,07206CYCLC217SF,1.10E+11,CYCLE CHEM INC.,217 S FIRST ST,ELIZABETH,UNION,NJ,7206,Zinc compounds
2021,07033SYNRY209NM,1.10E+11,SYNRAY CORP,209 N MICHIGAN AVE,KENILWORTH,UNION,NJ,7033,Methyl methacrylate
2021,08876FSHRS755RT,1.10E+11,FISHER SCIENTIFIC CO. L.L.C.,755 RT 202,BRIDGEWATER,SOMERSET,NJ,8807,n-Butyl alcohol
2021,07080VNGRD239ST,1.10E+11,VANGUARD RESEARCH INDUSTRIES INC,239 SAINT NICHOLAS AVE,SOUTH PLAINFIELD,MIDDLESEX,NJ,7080,Lead compounds
2021,07828GVDNF300WA,1.10E+11,GIVAUDAN FRAGRANCES CORP - MOUNT OLIVE SITE,300 WATERLOO VALLEY RD,BUDD LAKE,MORRIS,NJ,7828,Certain glycol ethers
2021,0887WRCHML18USH,1.10E+11,ROCHE MOLECULAR SYSTEMS INC,1080 US HWY 202 S,BRANCHBURG,SOMERSET,NJ,8876,Dichloromethane
2021,07114GJCHM37037,1.10E+11,DOREMUS TERMINAL LLC,128 DOREMUS AVE,NEWARK,ESSEX,NJ,7105,Methyl tert-butyl ether
2021,07077PBLCS751CL,1.10E+11,SEWAREN GENERATING STATION,751 CLIFF RD,SEWAREN,MIDDLESEX,NJ,7077,Ammonia
2021,08066SVWLC4PARA,1.10E+11,CPI OPERATIONS LLC,4 PARADISE RD,PAULSBORO,GLOUCESTER,NJ,8066,Ethylbenzene
2021,07080MNRLP1CLID,1.10E+11,TECHNICK PRODUCTS,1000 COOLIDGE ST,SOUTH PLAINFIELD,MIDDLESEX,NJ,7080,Antimony  And Antimony Compounds
2021,0850WLLNTW165CU,1.10E+11,ALLENTOWN LLC,165 COUNTY ROAD 526,ALLENTOWN,MONMOUTH,NJ,8501,Nickel
2021,07036XXNCH1400P,1.10E+11,INFINEUM USA LP-BAYWAY CHEMICAL PLANT,CORNER OF PARK & BRUNSWICK AVENUES,LINDEN,UNION,NJ,7036,Chlorine
2021,08876FSHRS755RT,1.10E+11,FISHER SCIENTIFIC CO. L.L.C.,755 RT 202,BRIDGEWATER,SOMERSET,NJ,8807,Mercury  And Mercury Compounds
2021,07501LTTLF189CA,1.10E+11,LITTLE FALLS ALLOYS,171-191 CALDWELL AVE,PATERSON,PASSAIC,NJ,7501,Copper
2021,0701WCNTYC64GLE,1.10E+11,COUNTY CONCRETE CORP. - EAST ORANGE FACILITY,64 GLENWOOD PL,EAST ORANGE,ESSEX,NJ,7017,Lead
2021,07850PRDNT400NF,1.10E+11,PRUDENT PUBLISHING CO,400 N FRONTAGE RD,LANDING,MORRIS,NJ,7850,Antimony
2021,07036CGNTCRAILR,1.10E+11,COGEN TECHNOLOGIES LINDEN VENTURE L.P.,RAILROAD AVE BAYWAY REFINER,LINDEN,UNION,NJ,7036,Ammonia
2021,08066MBLLCBILLI,1.10E+11,PAULSBORO REFINING CO LLC,800 BILLINGSPORT RD,PAULSBORO,GLOUCESTER,NJ,8066,Zinc compounds
2021,08857MDSNNOLDWA,1.10E+11,MADISON INDUSTRIES,554 WATERWORKS ROAD,OLD BRIDGE,MIDDLESEX,NJ,8857,Copper  And Copper Compounds
2021,07008XFRDS600MI,1.10E+11,BRUKER OST LLC,600 MILIK ST,CARTERET,MIDDLESEX,NJ,7008,Copper
2021,08096GLFLL920KI,1.10E+11,GULF OIL LP WOODBURY TERMINAL,920 KINGS HWY,THOROFARE,GLOUCESTER,NJ,8086,n-Hexane
2021,0701WDRTCF6WEBR,1.10E+11,DRITAC FLOORING PRODUCTS LLC,60 WEBRO ROAD,CLIFTON,PASSAIC,NJ,7012,Xylene (mixed isomers)
2021,07008SHLND350RO,1.10E+11,UNIVAR SOLUTIONS USA INC. - CARTERET,350 ROOSEVELT AVE,CARTERET,MIDDLESEX,NJ,7008,Toluene
2021,07932PRCSN306CO,1.10E+11,VDM METALS USA LLC,306 COLUMBIA TURNPIKE,FLORHAM PARK,MORRIS,NJ,7932,Nickel
2021,08014PGCRPRTE13,1.10E+11,LOGAN GENERATING CO LP,76 ROUTE 130,SWEDESBORO,GLOUCESTER,NJ,8085,Hydrogen fluoride
2021,0703WDPNTD14PAR,1.10E+11,VEOLIA - MORSES MILL,1400 PARK AVE,LINDEN,UNION,NJ,7036,Methanol
2021,07032KHNCH86HAC,1.10E+11,KUEHNE CHEMICAL CO INC,84 N HACKENSACK AVE,SOUTH KEARNY,HUDSON,NJ,7032,Chlorine
2021,08067THGNCUSRTE,1.10E+11,MEXICHEM SPECIALTY RESINS INC,76 PORCUPINE RD - PO BOX 420,PEDRICKTOWN,SALEM,NJ,8067,Ethyl acrylate
